Name,X100077_0m,X100120_0m,X100123_0m,X300112_0m,X100077_2m,X100120_2m,X100123_2m,X300112_2m,X100077_6m,X100120_6m,X100123_6m,X300112_6m
CDC34,395,340,762,631,974,961,555,727,496,768,777,493
MISP,0,0,0,0,0,0,0,0,0,0,0,0
POLR2E,63,20,0,44,0,0,27,39,0,0,0,0
GADD45B,180,296,211,187,95,150,262,206,158,164,157,117
MADCAM1,0,0,0,0,0,1,0,0,0,0,0,0
MAPK12,0,0,0,0,0,0,0,0,0,0,1,0
SERPIND1,15,13,19,16,27,29,13,18,10,15,20,20
SNAP29,174,281,243,221,146,221,246,244,153,296,189,168
THAP7,2,0,14,0,12,0,0,17,0,0,0,0
MMP11,0,0,0,0,0,0,3,0,0,0,0,0
DDTL,10,34,38,40,25,24,26,25,25,50,62,33
OSM,33,35,43,47,12,26,36,30,17,16,33,14
TBC1D10A,76,59,65,57,45,18,76,70,42,58,58,46
SF3A1,722,517,524,589,570,509,662,566,521,582,588,422
USP18,24,29,31,10,29,24,36,19,31,27,22,7
RNF215,0,0,5,2,0,0,0,0,14,4,0,3
SEC14L3,3,0,0,0,0,0,0,0,0,0,0,0
SNRPD3,97,155,141,129,95,169,157,158,105,190,134,121
MAPK1,1139,1823,1358,1336,819,1439,1791,1615,917,2003,1560,1066
TCN2,14,0,0,25,0,12,12,0,0,12,3,11
CRYBB3,0,3,0,0,0,0,0,0,0,0,0,0
MORC2,31,92,55,5,52,46,61,46,42,55,84,25
SLC25A1,88,88,95,123,71,115,59,100,69,105,67,55
PLA2G3,0,0,0,0,0,0,0,0,0,1,0,0
LGALS2,14,40,36,114,11,51,43,150,20,43,18,117
PDXP,23,16,21,37,9,16,20,25,29,21,21,17
ASPHD2,30,70,51,43,31,54,51,59,28,49,41,28
LGALS1,212,292,245,287,191,299,268,391,257,361,216,251
PIK3IP1,462,497,632,534,535,492,635,603,486,583,618,381
SRRD,118,173,208,209,223,317,156,293,113,243,229,189
PATZ1,56,44,27,45,31,46,42,80,30,76,28,30
ANKRD54,17,14,11,23,7,17,23,30,9,13,16,9
SNU13,15,19,26,24,17,30,8,23,0,39,30,17
MICALL1,97,139,107,129,109,100,116,135,73,137,109,81
CENPM,3,4,0,0,0,0,3,2,0,2,1,0
KDELR3,13,12,37,18,21,27,17,21,14,35,35,18
DDX17,1690,3082,3926,2695,2144,3042,2740,2915,2070,4490,5136,2234
DMC1,0,0,0,0,0,0,0,0,0,0,0,10
HSCB,0,15,0,8,0,8,8,11,0,0,0,0
CBY1,8,8,15,9,7,0,0,10,0,0,0,6
TOMM22,90,74,107,96,59,110,112,101,60,134,148,100
RSPH14,0,2,5,0,0,1,2,2,0,0,0,1
XBP1,456,589,507,420,403,463,443,521,410,621,412,242
RTCB,138,161,141,164,143,135,147,220,123,166,154,105
JOSD1,194,194,213,212,175,192,201,252,147,296,235,159
GTPBP1,318,597,571,489,318,449,471,541,273,614,593,334
PPP6R2,61,101,75,66,46,53,38,100,31,64,107,79
DNAL4,24,30,27,28,8,14,27,24,23,39,29,24
C22orf31,0,0,0,1,0,0,0,0,0,0,0,0
MIOX,0,0,0,0,0,0,0,0,0,0,0,0
LMF2,0,0,0,0,0,33,0,18,0,28,13,0
CBX6,27,4,0,9,0,8,14,0,8,0,17,8
RHBDD3,10,0,2,3,5,0,6,10,0,21,0,5
APOBEC3D,74,120,140,111,105,97,60,124,74,154,133,95
RASL10A,0,0,0,0,1,4,0,1,0,0,1,0
HMGXB4,62,107,54,91,39,0,45,83,65,104,70,77
BIK,8,13,8,4,8,9,3,8,7,9,4,5
HMOX1,150,277,231,264,78,275,246,266,142,242,139,129
NIPSNAP1,60,79,88,77,86,103,104,90,62,94,116,64
MCM5,41,76,73,100,40,114,85,167,92,174,90,112
ARSA,72,123,156,115,90,109,101,105,0,153,187,87
RASD2,0,0,0,0,0,0,0,0,0,0,1,0
TTLL12,90,122,78,108,78,123,89,131,96,139,126,67
CBX7,350,404,414,418,269,395,385,426,279,472,470,280
ACR,0,0,0,0,0,0,0,0,0,0,0,1
CABP7,4,6,2,3,5,8,5,4,4,7,5,4
RPL3,2545,2778,3381,2881,1966,2865,3225,3864,2036,3748,3233,3806
SYNGR1,0,0,0,0,0,0,0,0,0,0,0,0
TAB1,103,138,130,171,122,140,128,132,99,160,148,103
PNPLA5,0,0,0,0,0,0,0,0,0,0,0,0
PNPLA3,2,2,4,4,1,1,0,1,1,4,2,1
MYH9,13578,16458,16165,18184,9752,13078,17205,20056,10452,15381,14766,12184
TXN2,21,71,54,70,42,77,66,88,67,36,94,36
FOXRED2,0,0,0,2,0,0,0,0,0,0,0,2
EIF3D,123,342,107,215,165,121,236,236,162,133,152,149
ADSL,0,0,37,0,20,0,0,0,10,42,0,0
PVALB,0,0,0,0,0,0,0,0,0,0,0,0
UPK3A,6,5,1,1,3,2,1,7,1,5,1,0
FAM118A,30,44,112,60,53,57,95,58,50,62,143,29
ST13,559,703,999,911,628,780,1058,1170,442,919,1339,846
IL2RB,512,482,349,555,497,594,331,708,377,681,290,321
RBX1,117,162,141,142,96,202,232,196,111,197,189,145
L3MBTL2,110,103,90,113,87,85,112,104,130,103,105,68
CHADL,5,0,3,2,0,0,0,0,7,0,0,0
PHF5A,48,92,80,56,43,73,84,68,51,109,104,62
ACO2,235,188,232,273,202,246,255,291,193,263,299,169
PMM1,30,27,28,41,29,36,36,43,15,31,51,28
CERK,530,544,717,582,478,667,694,783,378,847,795,480
BRD1,22,0,58,70,58,60,40,96,9,60,99,0
ZBED4,183,209,277,250,185,237,221,286,149,270,249,192
HDAC10,45,58,51,73,64,49,86,65,54,92,87,48
RIPK3,42,73,86,59,58,51,61,79,55,89,107,35
PAPOLA,1145,1735,1532,1301,797,1550,1862,1515,883,1816,1787,1015
HSP90AA1,1670,2197,1742,1700,1155,1680,2165,2404,1349,2385,1954,1446
NID2,7,7,5,8,3,2,7,3,3,1,12,6
MARK3,106,220,308,141,305,196,245,139,202,191,201,134
SNAPC1,38,46,57,44,32,52,49,55,37,98,67,42
SUPT16H,521,587,563,564,388,488,591,630,437,741,545,365
ABHD4,0,0,4,0,2,0,0,1,0,2,0,0
FKBP3,0,0,0,0,0,0,0,3,0,3,3,0
CTSG,18,21,10,5,13,7,11,3,7,4,9,9
GZMH,205,271,220,289,238,300,213,323,185,426,152,153
GZMB,240,255,178,265,195,256,255,336,230,479,131,175
PRMT5,0,0,0,0,0,0,0,0,0,0,0,0
COCH,0,0,0,0,2,0,0,0,0,0,6,0
AP4S1,16,20,13,13,14,28,17,12,9,28,34,18
POLE2,0,0,34,0,19,0,0,0,0,0,0,0
SOS2,624,861,853,700,342,615,915,822,472,898,1020,551
CDKL1,1,7,11,11,9,6,11,6,6,12,7,2
PYGL,164,989,645,544,126,532,1100,437,132,297,765,364
GNPNAT1,76,62,109,67,64,84,69,84,63,109,134,62
CDKN3,0,0,0,0,0,0,0,0,0,0,0,0
CNIH1,68,111,105,102,40,77,86,107,32,116,113,56
CGRRF1,14,27,36,3,9,27,31,25,13,44,27,14
ATP6V1D,38,122,61,146,84,101,108,76,80,158,60,62
CCDC198,4,1,9,2,4,4,4,3,2,7,4,2
PLEK2,35,44,110,83,90,76,58,124,25,69,127,70
LRRC74A,0,0,0,0,1,0,0,0,0,0,0,0
PIGH,31,42,22,28,34,29,37,40,21,54,33,16
PSMA3,60,97,47,77,54,68,106,87,58,83,65,44
VTI1B,100,146,196,168,165,194,139,225,107,165,202,164
TIMM9,10,0,0,0,0,0,0,0,0,4,0,5
GSTZ1,10,0,6,0,4,9,14,0,6,12,0,4
TMED8,371,500,507,343,310,377,515,473,267,480,474,316
SAMD15,9,7,10,6,5,4,5,2,3,6,5,8
AHSA1,105,167,110,135,100,120,151,157,121,159,169,108
ISM2,0,0,0,0,0,0,0,0,0,0,0,0
SPTLC2,764,1344,1088,804,502,918,1212,1137,672,1108,984,607
RIN3,491,605,385,590,347,561,421,624,341,536,398,439
ALKBH1,38,44,6,47,40,45,35,26,28,52,34,19
CHGA,0,9,14,10,7,0,13,10,7,15,13,12
DHRS7,0,19,42,18,0,0,0,0,0,20,22,19
SIX4,1,0,4,3,0,1,0,0,1,1,3,2
CEP128,9,4,17,14,34,0,36,8,22,19,42,0
ERH,12,28,0,0,15,0,22,0,16,22,0,0
SLC10A1,26,51,62,38,24,33,36,33,30,61,75,40
EIF5,116,263,225,148,94,169,136,203,107,300,334,188
SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE21,14,12,6,20,0,4,4,20,0,5,3,0
BDKRB1,0,0,0,0,0,0,0,0,0,0,0,0
VRK1,184,204,399,194,412,324,477,304,284,376,603,189
PAPLN,0,0,7,2,4,0,0,0,0,0,0,0
APEX1,190,185,189,131,114,155,221,216,95,209,193,160
PABPN1,158,138,117,126,98,93,158,199,127,143,97,128
EFS,0,0,0,1,0,0,0,0,0,0,0,0
ARHGAP5,15,26,0,20,19,28,9,24,18,0,43,15
CINP,32,42,23,38,23,13,51,30,0,28,36,46
SRP54,147,156,0,0,122,184,197,205,135,129,100,145
PCK2,41,39,49,39,47,26,25,86,59,45,47,26
NFKBIA,412,539,517,409,359,361,540,524,364,519,446,291
EMC9,8,3,4,9,6,4,0,8,3,2,4,0
PSME2,0,21,0,30,0,16,0,0,0,0,23,19
BRMS1L,8,11,3,13,7,7,16,14,6,28,10,10
PNN,284,406,568,404,369,402,438,536,381,719,742,441
RABGGTA,45,18,14,35,32,26,23,43,4,0,27,24
CYP24A1,0,0,0,0,3,0,4,3,1,0,0,0
PTPRA,71,66,42,52,76,21,38,42,19,8,66,23
NSFL1C,100,171,265,142,78,124,194,156,96,167,219,108
ZFP64,11,0,0,0,0,0,0,0,0,0,0,0
SIRPG,0,0,0,0,0,13,12,0,0,0,19,0
PYGB,355,344,368,537,322,305,337,595,331,392,374,350
PROCR,6,3,7,7,9,6,5,2,4,11,9,3
MYBL2,21,30,48,34,43,24,41,33,38,29,48,0
R3HDML,0,7,1,0,0,0,0,0,2,0,1,0
PABPC1L,3,0,0,0,0,0,0,0,0,0,0,0
SALL4,2,7,4,8,1,10,2,1,1,6,9,7
CSTF1,49,103,95,89,39,69,72,81,38,152,71,56
TPD52L2,0,0,0,0,0,0,0,0,0,0,0,0
CTSZ,585,1007,770,786,340,776,959,844,546,872,788,672
TUBB1,2210,3119,3665,3497,1332,1815,3778,3049,1784,1445,2830,1834
SLCO4A1,0,0,0,0,0,0,7,0,0,0,0,0
TCFL5,27,25,14,7,11,10,17,47,24,10,29,14
BIRC7,0,0,0,0,0,0,0,0,0,0,0,0
UBOX5,42,108,71,21,58,87,51,74,24,62,67,66
EEF1A2,0,0,0,0,0,0,0,0,0,0,0,0
PTK6,0,0,0,0,0,0,2,3,3,0,0,0
SRMS,0,0,0,0,1,1,1,1,0,0,1,1
C20orf27,37,14,30,21,19,49,0,59,22,58,52,27
TRIB3,24,30,56,36,25,35,41,58,20,43,39,22
CSNK2A1,13,77,121,74,132,136,56,195,91,112,138,84
MACROD2,0,0,0,0,0,4,0,0,0,0,0,0
SLC52A3,0,0,0,0,0,0,0,0,0,0,0,0
RSPO4,0,0,0,1,0,0,0,0,0,2,0,0
PROKR2,0,1,0,0,2,0,0,0,1,0,1,0
FERMT1,0,0,2,0,0,0,0,0,0,0,0,0
PDYN,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF4,49,98,141,32,145,53,78,117,71,87,83,76
TLDC2,0,0,0,0,0,0,0,0,0,0,0,0
SNTA1,24,11,18,12,11,16,26,18,9,23,26,17
OXT,2,1,7,3,1,4,1,3,1,6,6,1
PXMP4,3,6,0,5,4,2,0,9,7,8,6,2
CHMP4B,352,377,355,495,462,387,381,637,351,414,395,396
LBP,1,0,0,0,0,0,0,0,0,0,0,0
SLC32A1,0,0,0,0,0,0,0,0,0,0,0,0
CST4,0,0,0,0,0,0,0,0,0,0,0,0
WFDC2,0,0,0,0,0,0,0,0,0,0,0,0
AHCY,77,81,93,84,40,93,101,124,62,107,88,81
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0
PIGU,27,16,41,40,42,35,31,42,28,54,44,37
ACOT8,21,35,39,48,10,26,27,26,25,38,24,21
APMAP,407,504,634,681,269,340,772,528,347,659,640,389
TXNL1,35,30,68,49,45,26,64,31,36,37,72,41
MYL12A,573,918,899,909,548,710,1063,1065,636,800,786,851
RNF125,342,353,424,288,323,389,412,426,227,544,431,295
POLI,20,20,29,0,0,26,16,0,22,23,37,0
NOX1,0,0,0,0,0,0,0,0,0,0,0,0
ARSD,12,34,39,28,20,31,26,29,13,28,32,7
TAF9,43,88,56,55,58,52,73,41,40,77,56,35
IDH3G,51,69,71,36,51,71,59,61,55,81,80,38
SLC25A43,26,30,32,22,23,27,43,40,24,47,28,23
H2BW1,0,0,0,0,0,0,0,0,0,0,0,0
MXRA5,0,0,0,0,0,0,0,0,0,0,0,0
VSIG1,42,33,27,49,27,63,46,38,20,84,71,32
PSMD10,66,65,75,92,49,81,101,107,41,102,102,90
STS,51,111,80,59,33,57,92,88,43,72,77,33
PGRMC1,302,330,461,407,184,214,469,356,263,216,376,245
RHOXF1,0,0,0,1,1,1,0,1,0,0,0,0
NXT2,0,0,0,0,0,0,0,0,0,0,0,0
GUCY2F,0,0,0,0,0,0,0,0,0,0,0,0
ATP1B4,0,0,0,0,0,0,0,0,0,0,0,0
TLR8,551,1220,880,671,225,682,1049,825,455,753,727,480
WDR13,36,32,14,45,46,57,46,49,60,45,61,36
PAGE4,0,0,0,0,0,0,0,0,0,0,0,0
GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
STAG2,221,228,453,218,177,203,216,126,222,246,246,37
F9,1,0,0,0,0,0,0,0,1,0,0,0
ABCD1,86,124,117,127,47,144,103,152,73,98,126,93
BCORL1,58,57,29,56,52,23,20,44,37,15,16,41
KCND1,4,15,11,16,4,13,17,12,6,15,23,8
SLC25A14,2,0,2,2,4,0,0,14,0,0,4,4
FMR1,0,0,0,0,0,0,0,0,0,0,0,0
PQBP1,0,0,0,0,0,0,0,0,0,0,0,0
PCSK1N,10,6,6,18,17,16,9,17,10,15,10,7
RAB40AL,1,1,0,0,0,2,0,2,0,1,0,0
GPR50,0,0,0,0,0,0,0,0,0,0,2,0
HUWE1,153,155,198,141,176,212,218,156,118,307,290,79
RP2,333,640,499,416,176,394,612,470,275,536,515,356
USP11,110,107,62,134,148,116,127,170,100,149,132,99
HTATSF1,186,104,148,143,125,162,173,221,126,208,143,147
TIMP1,200,255,276,133,133,192,192,186,191,219,170,129
PIN4,0,7,2,11,0,2,5,7,4,9,5,8
ITIH6,0,0,0,0,0,1,0,0,0,1,0,0
MAGED2,25,62,40,0,55,7,50,9,14,32,0,35
GLA,26,58,78,62,17,55,78,56,18,48,48,39
ATP12A,0,0,0,0,0,1,0,0,0,0,0,0
NDFIP2,13,33,0,0,14,17,0,17,4,0,8,5
MLNR,1,2,0,4,0,2,0,0,0,0,0,0
ACP5,22,31,47,61,42,40,40,53,0,0,63,21
ARHGEF7,6,22,10,27,24,54,8,0,28,64,32,47
SGCG,1,0,0,0,0,0,1,0,0,1,0,0
DHRS12,27,54,33,27,21,37,29,36,22,41,56,28
OLFM4,23,5,15,31,19,3,6,22,9,4,5,9
ACSM2A,0,0,0,0,0,0,0,0,0,0,0,0
NTHL1,14,12,12,9,12,6,10,10,0,8,7,17
ZNF263,71,95,112,127,87,81,84,114,87,130,122,80
MMP2,0,0,1,0,0,0,0,0,0,0,0,0
CHD9,0,0,0,0,0,0,0,0,0,0,0,0
ZNF205,2,0,0,0,4,0,0,0,0,0,0,0
ORC6,8,0,0,27,14,0,4,20,0,7,0,0
C16orf70,36,82,66,85,44,73,73,88,55,84,66,52
CORO1A,2745,3728,2809,3172,1766,3033,3840,3894,2024,3507,2906,2092
MT4,0,0,0,0,0,0,0,0,0,0,0,0
LYRM1,8,0,22,15,0,0,38,0,0,0,0,0
NUTF2,26,26,25,17,16,21,46,43,22,13,51,39
CBLN1,0,0,0,0,0,0,0,0,0,0,0,0
ARL2BP,145,166,124,163,147,164,150,197,126,197,142,114
PLLP,6,0,0,2,1,1,2,2,2,4,4,1
CCL22,3,13,10,8,7,3,5,12,3,19,10,3
DHODH,5,0,5,0,4,11,5,5,0,4,23,9
CCL17,0,0,0,0,0,0,0,0,0,0,0,0
ACD,0,0,0,0,0,0,0,0,0,0,0,0
POLR2C,118,192,154,147,88,150,227,163,120,190,198,110
PARD6A,0,0,0,2,0,0,0,5,6,0,0,9
MMP15,5,3,3,2,2,3,2,4,7,3,3,1
USB1,106,225,148,216,94,157,174,198,114,174,111,96
CCDC113,0,8,0,13,0,0,0,0,0,0,0,0
PRSS54,0,0,0,0,0,0,0,0,0,0,0,0
NME3,23,35,19,18,26,19,14,30,13,37,60,15
PSMD7,151,191,121,133,131,132,132,197,96,174,153,115
SETD6,0,0,5,0,0,3,0,0,2,0,5,0
SLC38A7,27,39,0,0,29,37,34,0,35,0,0,36
HAS3,0,0,0,0,0,0,0,0,0,0,0,0
SMPD3,308,192,135,190,251,214,114,228,80,248,165,103
SLC7A6,232,187,261,0,260,252,325,237,259,370,405,83
PLA2G15,27,33,35,24,19,46,43,32,30,37,30,32
FA2H,0,3,2,0,0,1,0,0,0,0,0,0
CMC2,23,46,46,36,33,39,26,56,30,51,47,37
PDIA2,0,0,0,0,0,0,0,0,0,0,0,0
ARHGDIG,0,0,0,0,0,0,0,0,0,0,0,0
MPG,3,0,29,0,3,7,7,0,0,4,5,6
HSDL1,98,75,129,108,76,91,124,127,75,127,115,79
WFDC1,0,0,1,0,0,0,0,1,0,0,0,0
USP10,188,223,139,184,165,231,180,294,176,261,191,159
TSC2,3,0,0,0,0,10,0,0,0,0,0,0
ZNF500,37,65,85,44,55,69,50,60,45,71,69,59
NME4,24,11,28,7,55,16,34,32,22,14,22,27
DECR2,0,0,10,6,7,5,0,0,4,7,0,0
ANTKMT,9,0,0,0,0,0,4,16,0,0,0,0
METRN,4,4,2,3,0,0,1,4,3,8,4,8
STUB1,71,80,56,84,85,60,86,74,62,75,112,65
RHBDL1,2,3,0,1,0,4,0,2,4,0,3,2
MEFV,553,1383,1051,1022,302,770,1449,1059,546,1132,1013,670
CRYM,0,0,0,0,0,0,0,0,0,0,0,0
CAPN15,197,278,166,296,197,255,206,326,204,319,217,214
AQP8,0,0,0,0,0,1,0,0,0,0,0,0
USP31,86,120,115,136,86,126,125,142,75,146,125,88
TOX3,0,0,0,0,0,0,0,0,0,0,0,0
QPRT,0,0,0,0,0,0,0,0,0,0,0,0
MAZ,214,272,287,279,233,282,317,384,149,282,194,231
CDIPT,122,203,133,195,114,166,142,225,78,170,137,149
BCKDK,35,109,121,112,12,85,53,62,43,89,74,59
KAT8,75,139,113,103,63,132,87,170,88,126,101,122
TMC5,9,16,31,16,17,20,11,7,0,11,14,9
SLC6A2,0,0,0,0,0,0,0,0,0,0,0,0
KNOP1,56,68,86,55,92,75,89,90,66,107,120,83
MGA,326,533,489,422,396,510,396,611,331,721,574,391
AQP9,2110,5005,3973,2320,809,2189,5435,2180,2193,3204,3479,1476
CSK,528,725,748,675,414,730,756,832,454,773,846,572
MTFMT,53,86,69,59,36,32,50,56,43,69,43,47
RASL12,0,0,0,0,0,0,0,0,0,0,0,0
CTSH,12,15,64,28,27,53,19,40,34,51,37,27
CEMIP,21,0,0,0,35,38,33,38,28,0,0,22
EHD4,136,179,155,105,101,186,130,199,108,250,128,95
TGM5,0,0,0,0,0,0,0,0,0,0,0,0
GABPB1,71,63,58,66,46,55,68,109,51,84,89,42
SCG3,10,25,24,15,15,26,10,11,10,26,26,10
DNAJC17,22,23,60,45,39,48,38,57,22,47,89,34
RHOV,0,0,0,0,0,0,0,0,0,0,0,0
VPS18,139,206,183,220,124,187,215,274,134,214,200,110
OIP5,4,3,3,0,3,1,5,3,2,4,9,5
BLOC1S6,227,357,441,483,115,385,384,413,142,530,449,372
EXTL3,278,456,414,424,181,356,497,456,231,463,446,249
FDFT1,63,98,96,130,80,117,126,123,63,108,115,94
AGO2,1064,1237,1428,1271,774,1248,1280,1444,788,1655,1354,1010
PAG1,1052,1132,976,846,898,1010,1226,977,846,1274,1177,669
TG,26,50,55,14,18,38,53,29,39,38,53,19
BRF2,36,43,44,49,42,32,32,40,32,67,49,42
ZFAND1,0,22,64,30,39,55,44,35,12,85,0,40
RP1,0,0,0,0,0,0,0,0,0,0,0,0
RIPK2,64,131,67,48,36,34,50,61,42,75,53,45
CPQ,177,464,407,319,123,320,416,342,159,378,371,227
DECR1,94,27,48,0,49,83,28,34,49,32,18,72
SFRP1,0,0,0,0,0,1,0,0,0,0,0,0
PLAT,0,0,0,0,0,0,0,0,0,0,0,0
DKK4,1,4,4,4,1,2,2,0,0,3,3,3
GDAP1,29,33,21,26,21,27,41,36,11,39,33,13
PHF20L1,143,143,166,155,103,177,259,174,127,184,180,119
EIF3E,753,790,843,728,578,779,1164,841,569,946,915,494
EMC2,34,80,65,32,44,15,78,79,53,65,36,56
CCN4,0,0,0,0,0,0,0,0,0,0,0,0
STMN2,0,0,0,0,0,0,0,0,0,0,0,0
TRPS1,15,117,81,0,28,32,119,85,52,38,40,0
CHRAC1,78,83,83,92,76,82,75,105,71,98,94,36
NCALD,43,37,44,0,0,0,0,0,41,0,0,0
GML,0,1,1,1,1,1,0,1,0,1,0,1
UBR5,124,368,0,426,174,0,258,138,119,0,258,87
PYCR3,15,21,25,26,15,22,32,24,21,28,51,19
MTMR9,124,180,174,148,98,162,152,171,144,194,198,121
DCTN6,23,35,39,43,27,33,59,54,31,33,29,38
GSR,272,277,277,247,150,262,330,348,216,263,270,160
TNFRSF10A,79,103,126,71,106,99,118,124,60,139,173,72
PPP2CB,107,132,93,88,61,87,82,125,76,148,106,70
NEFM,4,0,0,3,0,6,2,0,0,4,8,4
KCTD9,124,211,172,132,127,184,167,148,110,240,225,123
HOMER3,0,0,0,0,0,0,0,0,0,0,0,0
CNOT3,73,72,0,0,29,38,33,40,44,45,40,80
EXOSC5,23,40,29,37,17,25,40,33,19,39,45,30
PNPLA6,0,0,0,0,0,136,0,61,0,0,0,0
PLAUR,3,12,10,0,0,0,13,3,2,0,3,3
PAF1,130,186,148,149,106,139,219,226,101,210,185,125
STXBP2,420,546,536,541,385,472,571,628,338,559,562,383
CYP4F3,354,938,1620,1099,127,468,1405,674,285,737,1169,624
ZNF432,11,0,22,22,18,0,34,22,17,50,0,5
ZNF180,39,22,27,48,29,26,34,21,21,19,15,28
ZNF780B,45,53,55,43,57,69,43,74,35,95,94,36
MAN2B1,0,0,0,0,0,0,0,0,0,0,0,0
TULP2,1,2,0,0,0,1,0,0,1,3,0,3
DHDH,0,0,0,0,0,0,0,0,0,0,0,0
RUVBL2,0,44,27,31,25,32,0,40,28,37,28,20
ECH1,138,138,114,128,77,119,150,153,116,143,135,79
HNRNPL,21,27,54,35,45,44,43,54,45,41,112,93
SARS2,6,0,16,30,5,0,11,44,4,23,27,0
KCNA7,4,16,30,3,9,13,16,15,11,18,19,10
SNRNP70,55,66,123,77,66,88,94,106,92,64,91,85
RELB,124,162,0,85,81,40,144,171,28,152,137,92
CLASRP,55,31,53,126,95,21,28,26,70,15,111,104
LIN7B,0,0,0,3,0,0,0,0,0,3,0,0
PPP1R37,36,36,50,58,33,45,58,57,40,83,72,39
FCGRT,229,384,265,239,95,275,363,362,145,326,231,240
CKM,1,1,1,1,1,2,5,2,1,1,3,0
PEX11G,7,0,11,12,5,9,6,8,7,13,17,6
SLC17A7,0,0,0,0,0,0,0,0,0,0,0,0
RNASEH2A,33,65,56,38,18,44,43,47,40,48,51,43
SF3A2,91,118,180,159,115,116,132,182,147,149,152,116
AMH,0,0,0,0,0,0,2,0,0,0,0,1
DKKL1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT1,0,0,0,0,7,7,14,0,0,21,3,10
RETN,6,10,12,6,7,11,5,14,11,0,2,11
RSPH6A,0,0,0,0,0,0,0,1,0,0,2,0
TBC1D17,40,41,0,59,65,64,29,60,25,0,67,51
CCDC130,37,80,43,49,46,53,71,14,43,29,57,34
TLE5,108,149,109,66,68,104,118,54,135,246,134,123
SGTA,74,168,139,114,71,126,115,166,86,173,96,87
KIR3DX1,0,0,0,0,0,0,0,0,0,0,0,0
SNAPC2,24,13,16,15,7,16,27,13,22,27,7,6
C19orf53,0,0,0,0,9,0,0,33,0,0,0,0
FIZ1,18,16,16,38,20,21,19,32,16,42,18,11
C19orf44,0,0,0,0,0,0,0,3,0,0,0,0
EPHX3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF419,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A6,0,0,0,0,0,0,0,0,0,0,0,0
POP4,22,25,15,25,10,18,14,46,12,21,20,19
PDCD5,0,0,0,0,0,0,0,0,0,0,0,0
LGALS13,0,0,0,0,0,0,0,0,0,0,0,0
FBL,189,98,100,135,105,160,146,118,109,173,131,117
CLC,875,631,322,277,859,630,458,418,247,761,497,193
CCNP,0,0,0,1,0,0,0,0,1,0,0,0
EBI3,0,0,0,0,0,0,1,0,0,0,0,0
TBCB,10,21,33,42,17,4,36,19,0,47,15,35
FSD1,0,0,2,0,0,0,7,0,0,0,0,0
POLR2I,5,9,0,3,3,15,0,13,0,3,19,5
APLP1,0,0,0,0,0,0,0,0,0,0,0,0
CACTIN,0,0,0,0,0,0,0,0,5,0,0,0
CCDC9,93,95,90,121,84,80,81,73,65,106,91,60
TGFB1,1026,838,945,1099,843,691,1110,1005,787,771,904,701
DMAC2,34,65,46,42,22,21,60,50,39,0,54,27
CEACAM4,43,182,203,197,54,129,141,148,79,152,159,108
PLIN3,181,330,342,267,150,256,360,304,188,268,209,195
CD79A,171,115,339,301,282,143,458,427,181,394,635,306
LIM2,4,0,2,10,4,5,4,6,8,6,7,9
RPS19,737,625,798,702,855,866,793,961,772,961,852,513
NKG7,629,669,454,680,620,726,529,743,534,1056,384,314
ICAM5,0,0,0,0,0,0,0,0,0,0,0,0
CEACAM5,0,2,3,0,1,3,3,2,2,2,3,1
CRX,0,0,0,0,0,0,0,0,0,0,0,0
SULT2A1,4,15,9,6,2,5,9,2,4,2,14,2
CDC37,269,398,341,378,223,302,340,441,228,413,395,295
RABAC1,107,140,112,126,70,106,129,146,71,140,118,116
CNFN,0,0,1,0,0,0,1,2,1,1,1,1
ZNRF4,0,0,0,0,0,0,0,0,0,0,0,0
HAS1,0,0,0,0,0,0,0,0,0,0,0,0
RAB3D,1048,2173,1687,1469,545,1449,2146,1639,874,1776,1726,945
DBP,37,4,17,35,35,61,44,66,24,49,76,30
EPOR,36,45,56,83,40,78,78,64,42,64,54,33
RASIP1,3,0,1,0,0,0,2,0,0,1,0,3
FGF21,0,0,0,0,0,0,0,0,0,0,0,0
WDR83OS,0,0,0,4,0,0,0,0,3,0,0,0
CACNG7,0,0,0,0,0,0,0,0,0,0,0,0
GCDH,0,52,18,30,0,0,29,26,45,47,37,42
DNASE2,101,178,129,116,95,132,151,158,114,132,128,99
LENG1,6,4,0,0,7,0,1,0,11,2,2,5
RPL18A,1576,1697,2013,1651,1596,1782,2292,2123,1550,2657,2459,1617
SLC5A5,11,20,29,15,17,13,8,16,12,7,24,17
KCNN1,1,3,0,3,1,4,3,0,1,4,2,0
ARRDC2,89,101,100,118,65,81,106,124,109,152,95,95
PIK3R2,116,155,114,237,163,211,104,296,99,183,132,209
RAB3A,0,7,3,11,2,5,3,6,9,16,0,3
PSENEN,28,54,45,33,28,42,49,34,30,50,27,8
COMP,0,0,0,0,0,0,1,4,0,0,0,0
UPK1A,0,0,0,0,1,0,0,0,0,0,0,0
TMEM147,39,45,32,39,36,51,32,49,30,46,29,27
GAPDHS,0,0,1,0,0,0,0,0,0,0,0,0
